mse,rmse,absrel,lg10,mae,delta1,delta2,delta3
3339.8901054545645,48.40021762294224,0.14257706897988323,0.05928842742309339,36.27031184482283,0.8190452773010056,0.9587967416972195,0.9883494468274832
